,Eid,Funding_Count,Cite-By_Count,Has_Funding,Has_Cite-By
11327,2-s2.0-85124605541,0,1,0,1
11328,2-s2.0-85107088377,3,8,1,1
11329,2-s2.0-85122436888,1,18,1,1
11330,2-s2.0-85102560249,6,1,1,1
11331,2-s2.0-85115451356,5,18,1,1
11332,2-s2.0-85103068155,2,5,1,1
11333,2-s2.0-85107403677,1,5,1,1
11334,2-s2.0-85075200052,4,3,1,1
11335,2-s2.0-85101029723,2,2,1,1
11336,2-s2.0-85114815229,2,19,1,1
11337,2-s2.0-85104947128,6,15,1,1
11338,2-s2.0-85114701203,0,4,0,1
11339,2-s2.0-85100541076,3,0,1,0
11340,2-s2.0-85102749362,3,4,1,1
11341,2-s2.0-85122623065,2,41,1,1
11342,2-s2.0-85109363816,0,7,0,1
11343,2-s2.0-85095798434,6,9,1,1
11344,2-s2.0-85083740655,8,4,1,1
11345,2-s2.0-85112487819,0,1,0,1
11346,2-s2.0-85100796911,4,9,1,1
11347,2-s2.0-85115389650,3,0,1,0
11348,2-s2.0-85100104894,6,2,1,1
11349,2-s2.0-85110041710,5,22,1,1
11350,2-s2.0-85111180510,105,12,1,1
11351,2-s2.0-85117890854,2,10,1,1
11352,2-s2.0-85109039172,0,2,0,1
11353,2-s2.0-85111653538,0,1,0,1
11354,2-s2.0-85119417845,2,4,1,1
11355,2-s2.0-85121365244,3,3,1,1
11356,2-s2.0-85108193981,0,1,0,1
11357,2-s2.0-85095114409,4,42,1,1
11358,2-s2.0-85105478184,2,5,1,1
11359,2-s2.0-85111064965,6,4,1,1
11360,2-s2.0-85106370426,4,27,1,1
11361,2-s2.0-85125943347,0,2,0,1
11362,2-s2.0-85111051822,2,0,1,0
11363,2-s2.0-85116376712,2,4,1,1
11364,2-s2.0-85117119125,18,66,1,1
11365,2-s2.0-85104300750,2,11,1,1
11366,2-s2.0-85098624744,0,12,0,1
11367,2-s2.0-85118398696,3,6,1,1
11368,2-s2.0-85103535376,2,18,1,1
11369,2-s2.0-85114892607,4,3,1,1
11370,2-s2.0-85100959761,4,5,1,1
11371,2-s2.0-85103944929,0,0,0,0
11372,2-s2.0-85110935342,2,17,1,1
11373,2-s2.0-85120084317,5,6,1,1
11374,2-s2.0-85110499164,5,8,1,1
11375,2-s2.0-85115148251,11,178,1,1
11376,2-s2.0-85094881709,0,1,0,1
11377,2-s2.0-85078884466,0,3,0,1
11378,2-s2.0-85096643592,3,12,1,1
11379,2-s2.0-85122478108,2,9,1,1
11380,2-s2.0-85101464147,5,13,1,1
11381,2-s2.0-85105971319,0,3,0,1
11382,2-s2.0-85106730498,6,0,1,0
11383,2-s2.0-85120881116,10,3,1,1
11384,2-s2.0-85118549978,2,5,1,1
11385,2-s2.0-85112437914,0,2,0,1
11386,2-s2.0-85108025697,3,18,1,1
11387,2-s2.0-85102526372,0,1,0,1
11388,2-s2.0-85117263098,0,35,0,1
11389,2-s2.0-85112131168,3,6,1,1
11390,2-s2.0-85097759056,4,4,1,1
11391,2-s2.0-85102900990,4,1,1,1
11392,2-s2.0-85109741376,4,26,1,1
11393,2-s2.0-85103630353,3,5,1,1
11394,2-s2.0-85127076330,0,3,0,1
11395,2-s2.0-85110225226,7,10,1,1
11396,2-s2.0-85105331831,0,0,0,0
11397,2-s2.0-85120460731,0,1,0,1
11398,2-s2.0-85089901354,3,8,1,1
11399,2-s2.0-85103570179,5,7,1,1
11400,2-s2.0-85104921331,0,7,0,1
11401,2-s2.0-85100350375,6,2,1,1
11402,2-s2.0-85114467743,2,2,1,1
11403,2-s2.0-85103706447,8,24,1,1
11404,2-s2.0-85149192673,0,0,0,0
11405,2-s2.0-85104254376,0,10,0,1
11406,2-s2.0-85099929866,6,1,1,1
11407,2-s2.0-85105669394,5,9,1,1
11408,2-s2.0-85121860773,4,0,1,0
11409,2-s2.0-85109190174,2,3,1,1
11410,2-s2.0-85114741530,0,2,0,1
11411,2-s2.0-85107769988,2,2,1,1
11412,2-s2.0-85106264050,2,5,1,1
11413,2-s2.0-85098766500,0,0,0,0
11414,2-s2.0-85109385875,0,0,0,0
11415,2-s2.0-85113909381,5,0,1,0
11416,2-s2.0-85097548308,0,6,0,1
11417,2-s2.0-85127687850,0,0,0,0
11418,2-s2.0-85092591533,4,6,1,1
11419,2-s2.0-85110265287,7,33,1,1
11420,2-s2.0-85119446476,77,5,1,1
11421,2-s2.0-85105053117,0,1,0,1
11422,2-s2.0-85122402578,0,3,0,1
11423,2-s2.0-85107461960,3,6,1,1
11424,2-s2.0-85106996450,6,2,1,1
11425,2-s2.0-85124100221,0,5,0,1
11426,2-s2.0-85120362158,2,0,1,0
11427,2-s2.0-85110740251,0,0,0,0
11428,2-s2.0-85118361529,2,62,1,1
11429,2-s2.0-85102025889,2,18,1,1
11430,2-s2.0-85115081120,3,7,1,1
11431,2-s2.0-85101876581,0,7,0,1
11432,2-s2.0-85107526013,8,9,1,1
11433,2-s2.0-85112796166,5,1,1,1
11434,2-s2.0-85112786189,2,0,1,0
11435,2-s2.0-85100642970,2,9,1,1
11436,2-s2.0-85063454616,2,7,1,1
11437,2-s2.0-85100483972,3,2,1,1
11438,2-s2.0-85115860978,102,2,1,1
11439,2-s2.0-85102924816,0,7,0,1
11440,2-s2.0-85122163997,0,0,0,0
11441,2-s2.0-85119347609,0,3,0,1
11442,2-s2.0-85103084813,2,2,1,1
11443,2-s2.0-85106377088,6,4,1,1
11444,2-s2.0-85099386616,5,7,1,1
11445,2-s2.0-85102822394,2,11,1,1
11446,2-s2.0-85092107295,30,13,1,1
11447,2-s2.0-85097749878,2,16,1,1
11448,2-s2.0-85106584668,2,2,1,1
11449,2-s2.0-85125336152,0,1,0,1
11450,2-s2.0-85117881124,3,0,1,0
11451,2-s2.0-85104792765,0,6,0,1
11452,2-s2.0-85120372464,2,4,1,1
11453,2-s2.0-85118677317,3,0,1,0
11454,2-s2.0-85108879514,5,16,1,1
11455,2-s2.0-85116699312,0,0,0,0
11456,2-s2.0-85105027518,3,2,1,1
11457,2-s2.0-85114048627,5,10,1,1
11458,2-s2.0-85109136790,2,7,1,1
11459,2-s2.0-85112132104,2,41,1,1
11460,2-s2.0-85114837748,3,11,1,1
11461,2-s2.0-85113741172,2,0,1,0
11462,2-s2.0-85117688423,8,6,1,1
11463,2-s2.0-85100257821,8,6,1,1
11464,2-s2.0-85119381293,0,4,0,1
11465,2-s2.0-85099715949,0,17,0,1
11466,2-s2.0-85102716282,2,9,1,1
11467,2-s2.0-85102383075,3,3,1,1
11468,2-s2.0-85121035312,4,4,1,1
11469,2-s2.0-85109093062,5,3,1,1
11470,2-s2.0-85106510574,4,7,1,1
11471,2-s2.0-85115646070,3,11,1,1
11472,2-s2.0-85123529277,3,0,1,0
11473,2-s2.0-85104145635,9,0,1,0
11474,2-s2.0-85118975007,5,5,1,1
11475,2-s2.0-85101966895,6,11,1,1
11476,2-s2.0-85117348761,0,3,0,1
11477,2-s2.0-85112795228,7,3,1,1
11478,2-s2.0-85075898384,5,11,1,1
11479,2-s2.0-85112164099,0,2,0,1
11480,2-s2.0-85118970502,2,1,1,1
11481,2-s2.0-85122664003,4,2,1,1
11482,2-s2.0-85121874592,1,3,1,1
11483,2-s2.0-85101998269,0,1,0,1
11484,2-s2.0-85089010344,5,7,1,1
11485,2-s2.0-85144507968,0,0,0,0
11486,2-s2.0-85107086900,1,7,1,1
11487,2-s2.0-85116045755,5,1,1,1
11488,2-s2.0-85106969057,2,1,1,1
11489,2-s2.0-85099554532,5,1,1,1
11490,2-s2.0-85104429299,3,108,1,1
11491,2-s2.0-85106663627,2,34,1,1
11492,2-s2.0-85121399559,2,0,1,0
11493,2-s2.0-85101751803,1,0,1,0
11494,2-s2.0-85101358685,0,266,0,1
11495,2-s2.0-85108075208,5,1,1,1
11496,2-s2.0-85099959994,4,2,1,1
11497,2-s2.0-85097289861,2,9,1,1
11498,2-s2.0-85100655698,1,330,1,1
11499,2-s2.0-85105019285,0,32,0,1
11500,2-s2.0-85101186582,5,0,1,0
11501,2-s2.0-85123778938,6,0,1,0
11502,2-s2.0-85105934034,0,15,0,1
11503,2-s2.0-85121450526,10,5,1,1
11504,2-s2.0-85122770600,2,2,1,1
11505,2-s2.0-85096481690,2,17,1,1
11506,2-s2.0-85118228735,0,2,0,1
11507,2-s2.0-85102939634,12,4,1,1
11508,2-s2.0-85112470024,4,2,1,1
11509,2-s2.0-85105788524,6,13,1,1
11510,2-s2.0-85105469331,4,3,1,1
11511,2-s2.0-85111508551,9,3,1,1
11512,2-s2.0-85105570449,56,7,1,1
11513,2-s2.0-85125469457,10,12,1,1
11514,2-s2.0-85120420697,0,3,0,1
11515,2-s2.0-85103293188,5,2,1,1
11516,2-s2.0-85102558587,5,5,1,1
11517,2-s2.0-85100125815,5,27,1,1
11518,2-s2.0-85103506451,3,0,1,0
11519,2-s2.0-85119197679,2,0,1,0
11520,2-s2.0-85105042403,2,8,1,1
11521,2-s2.0-85104733629,2,1,1,1
11522,2-s2.0-85124897068,2,0,1,0
11523,2-s2.0-85116013246,3,2,1,1
11524,2-s2.0-85117363433,0,5,0,1
11525,2-s2.0-85104760538,4,2,1,1
11526,2-s2.0-85118917558,0,12,0,1
11527,2-s2.0-85095964433,2,4,1,1
11528,2-s2.0-85119900709,2,0,1,0
11529,2-s2.0-85117062989,3,0,1,0
11530,2-s2.0-85116780535,0,0,0,0
11531,2-s2.0-85116834453,3,4,1,1
11532,2-s2.0-85120742695,4,9,1,1
11533,2-s2.0-85107795212,0,1,0,1
11534,2-s2.0-85099688950,0,11,0,1
11535,2-s2.0-85106873745,5,3,1,1
11536,2-s2.0-85122106296,6,1,1,1
11537,2-s2.0-85078526848,6,2,1,1
11538,2-s2.0-85113728349,3,14,1,1
11539,2-s2.0-85113207639,11,14,1,1
11540,2-s2.0-85108288977,4,9,1,1
11541,2-s2.0-85100694601,0,0,0,0
11542,2-s2.0-85108112004,3,0,1,0
11543,2-s2.0-85118155391,5,0,1,0
11544,2-s2.0-85111052516,0,6,0,1
11545,2-s2.0-85118299266,2,5,1,1
11546,2-s2.0-85116712307,8,1,1,1
11547,2-s2.0-85112860399,0,1,0,1
11548,2-s2.0-85105498437,5,10,1,1
11549,2-s2.0-85107930582,6,2,1,1
11550,2-s2.0-85107970643,5,12,1,1
11551,2-s2.0-85067612051,2,11,1,1
11552,2-s2.0-85107531109,5,3,1,1
11553,2-s2.0-85112368599,5,43,1,1
11554,2-s2.0-85114379876,2,15,1,1
11555,2-s2.0-85104045489,0,2,0,1
11556,2-s2.0-85099101554,5,29,1,1
11557,2-s2.0-85106697623,12,3,1,1
11558,2-s2.0-85115726814,0,0,0,0
11559,2-s2.0-85107820658,0,0,0,0
11560,2-s2.0-85138431848,0,3,0,1
11561,2-s2.0-85098703295,3,2,1,1
11562,2-s2.0-85108248915,3,0,1,0
11563,2-s2.0-85091946187,5,15,1,1
11564,2-s2.0-85120869557,5,8,1,1
11565,2-s2.0-85091937236,5,23,1,1
11566,2-s2.0-85100541656,7,14,1,1
11567,2-s2.0-85102519104,5,59,1,1
11568,2-s2.0-85118482871,0,24,0,1
11569,2-s2.0-85097889287,2,1,1,1
11570,2-s2.0-85099647915,3,18,1,1
11571,2-s2.0-85116528736,2,10,1,1
11572,2-s2.0-85108821186,5,8,1,1
11573,2-s2.0-85125572817,6,0,1,0
11574,2-s2.0-85108454579,2,8,1,1
11575,2-s2.0-85105391010,0,0,0,0
11576,2-s2.0-85098481038,2,1,1,1
11577,2-s2.0-85113154228,2,17,1,1
11578,2-s2.0-85108436461,2,7,1,1
11579,2-s2.0-85118655546,2,1,1,1
11580,2-s2.0-85106068502,0,5,0,1
11581,2-s2.0-85112802796,5,0,1,0
11582,2-s2.0-85161173142,0,0,0,0
11583,2-s2.0-85109351654,2,7,1,1
11584,2-s2.0-85100156646,1,1,1,1
11585,2-s2.0-85097030068,2,0,1,0
11586,2-s2.0-85112642279,1,4,1,1
11587,2-s2.0-85111169251,0,0,0,0
11588,2-s2.0-85121856655,2,1,1,1
11589,2-s2.0-85096990107,1,3,1,1
11590,2-s2.0-85100457649,5,13,1,1
11591,2-s2.0-85094575490,5,8,1,1
11592,2-s2.0-85103342879,7,34,1,1
11593,2-s2.0-85097379448,0,5,0,1
11594,2-s2.0-85089782033,4,4,1,1
11595,2-s2.0-85109694360,0,1,0,1
11596,2-s2.0-85104123601,2,8,1,1
11597,2-s2.0-85109585587,2,11,1,1
11598,2-s2.0-85116284222,0,4,0,1
11599,2-s2.0-85115864533,3,12,1,1
11600,2-s2.0-85118293327,0,0,0,0
11601,2-s2.0-85096649035,2,10,1,1
11602,2-s2.0-85118812439,14,7,1,1
11603,2-s2.0-85111390577,6,8,1,1
11604,2-s2.0-85105018855,16,10,1,1
11605,2-s2.0-85118845316,2,2,1,1
11606,2-s2.0-85110297463,0,1,0,1
11607,2-s2.0-85111346253,4,16,1,1
11608,2-s2.0-85150305261,0,0,0,0
11609,2-s2.0-85165289955,4,1,1,1
11610,2-s2.0-85105442390,5,6,1,1
11611,2-s2.0-85078431910,6,7,1,1
11612,2-s2.0-85113437029,0,2,0,1
11613,2-s2.0-85099994775,0,0,0,0
11614,2-s2.0-85092010260,9,9,1,1
11615,2-s2.0-85109981938,2,3,1,1
11616,2-s2.0-85086511503,3,1,1,1
11617,2-s2.0-85117164091,2,1,1,1
11618,2-s2.0-85113108248,0,4,0,1
11619,2-s2.0-85102682064,5,4,1,1
11620,2-s2.0-85096746931,0,11,0,1
11621,2-s2.0-85106944329,7,11,1,1
11622,2-s2.0-85101792314,0,2,0,1
11623,2-s2.0-85115271771,2,2,1,1
11624,2-s2.0-85092648020,4,24,1,1
11625,2-s2.0-85118485484,10,4,1,1
11626,2-s2.0-85122645723,3,4,1,1
11627,2-s2.0-85123924013,3,0,1,0
11628,2-s2.0-85107137093,0,4,0,1
11629,2-s2.0-85107267207,6,6,1,1
11630,2-s2.0-85114775988,2,3,1,1
11631,2-s2.0-85112114195,5,0,1,0
11632,2-s2.0-85107956064,0,11,0,1
11633,2-s2.0-85107679668,4,4,1,1
11634,2-s2.0-85109029969,0,5,0,1
11635,2-s2.0-85105767768,6,7,1,1
11636,2-s2.0-85098846330,5,1,1,1
11637,2-s2.0-85105615865,1,8,1,1
11638,2-s2.0-85130354683,0,0,0,0
11639,2-s2.0-85115066701,5,14,1,1
11640,2-s2.0-85108836621,1,2,1,1
11641,2-s2.0-85121281985,6,1,1,1
11642,2-s2.0-85105765914,3,2,1,1
11643,2-s2.0-85103413880,5,15,1,1
11644,2-s2.0-85103759080,0,12,0,1
11645,2-s2.0-85102064778,2,4,1,1
11646,2-s2.0-85101597829,5,6,1,1
11647,2-s2.0-85094565566,7,13,1,1
11648,2-s2.0-85090245299,5,8,1,1
11649,2-s2.0-85127442642,0,0,0,0
11650,2-s2.0-85108192115,3,1,1,1
11651,2-s2.0-85105698000,2,6,1,1
11652,2-s2.0-85098789303,20,91,1,1
11653,2-s2.0-85130155890,0,0,0,0
11654,2-s2.0-85108862164,5,12,1,1
11655,2-s2.0-85114829222,6,12,1,1
11656,2-s2.0-85106023745,0,6,0,1
11657,2-s2.0-85124892808,5,0,1,0
11658,2-s2.0-85128017713,0,0,0,0
11659,2-s2.0-85103400305,2,9,1,1
11660,2-s2.0-85101980049,3,12,1,1
11661,2-s2.0-85101520575,5,21,1,1
11662,2-s2.0-85094582224,5,4,1,1
11663,2-s2.0-85090559227,4,57,1,1
11664,2-s2.0-85127543093,0,2,0,1
11665,2-s2.0-85108211546,3,10,1,1
11666,2-s2.0-85102422736,8,9,1,1
11667,2-s2.0-85115202918,8,7,1,1
11668,2-s2.0-85102096863,2,10,1,1
11669,2-s2.0-85118443627,0,2,0,1
11670,2-s2.0-85094632161,5,13,1,1
11671,2-s2.0-85123918095,0,8,0,1
11672,2-s2.0-85122785133,6,4,1,1
11673,2-s2.0-85107265561,10,4,1,1
11674,2-s2.0-85107140826,3,2,1,1
11675,2-s2.0-85114740684,0,4,0,1
11676,2-s2.0-85112109227,5,1,1,1
11677,2-s2.0-85108005514,2,11,1,1
11678,2-s2.0-85107719586,0,1,0,1
11679,2-s2.0-85109041889,2,11,1,1
11680,2-s2.0-85108715764,6,9,1,1
11681,2-s2.0-85101882878,4,9,1,1
11682,2-s2.0-85128950308,5,5,1,1
11683,2-s2.0-85125676199,5,0,1,0
11684,2-s2.0-85078453414,4,9,1,1
11685,2-s2.0-85113472400,3,3,1,1
11686,2-s2.0-85099999462,0,14,0,1
11687,2-s2.0-85099006661,0,6,0,1
11688,2-s2.0-85109976345,5,0,1,0
11689,2-s2.0-85086425736,4,47,1,1
11690,2-s2.0-85105873704,2,6,1,1
11691,2-s2.0-85117197753,3,7,1,1
11692,2-s2.0-85102730614,0,13,0,1
11693,2-s2.0-85096781510,4,4,1,1
11694,2-s2.0-85104052130,0,9,0,1
11695,2-s2.0-85109464852,3,6,1,1
11696,2-s2.0-85115946869,0,5,0,1
11697,2-s2.0-85115985706,2,5,1,1
11698,2-s2.0-85119189006,0,2,0,1
11699,2-s2.0-85098191231,3,14,1,1
11700,2-s2.0-85118848310,4,15,1,1
11701,2-s2.0-85111136951,1,1,1,1
11702,2-s2.0-85104943421,1,12,1,1
11703,2-s2.0-85119833397,6,1,1,1
11704,2-s2.0-85109081072,0,1,0,1
11705,2-s2.0-85111377235,5,3,1,1
11706,2-s2.0-85161345830,8,3,1,1
11707,2-s2.0-85100246982,5,6,1,1
11708,2-s2.0-85109311085,4,9,1,1
11709,2-s2.0-85112682603,0,0,0,0
11710,2-s2.0-85096812116,0,5,0,1
11711,2-s2.0-85122008669,6,8,1,1
11712,2-s2.0-85110856681,3,2,1,1
11713,2-s2.0-85100518253,4,7,1,1
11714,2-s2.0-85106579299,0,1,0,1
11715,2-s2.0-85095454840,1,8,1,1
11716,2-s2.0-85103343003,0,4,0,1
11717,2-s2.0-85097076156,11,10,1,1
11718,2-s2.0-85089755194,4,9,1,1
11719,2-s2.0-85109635370,3,9,1,1
11720,2-s2.0-85097788524,5,5,1,1
11721,2-s2.0-85118489005,6,3,1,1
11722,2-s2.0-85099952894,5,149,1,1
11723,2-s2.0-85107645193,6,3,1,1
11724,2-s2.0-85116659542,6,19,1,1
11725,2-s2.0-85108219142,4,3,1,1
11726,2-s2.0-85125783044,0,3,0,1
11727,2-s2.0-85097258031,2,1,1,1
11728,2-s2.0-85105402392,2,1,1,1
11729,2-s2.0-85113346112,0,1,0,1
11730,2-s2.0-85109085146,3,4,1,1
11731,2-s2.0-85118645392,3,5,1,1
11732,2-s2.0-85105956917,2,3,1,1
11733,2-s2.0-85112768401,6,28,1,1
11734,2-s2.0-85103226691,3,5,1,1
11735,2-s2.0-85099224327,2,3,1,1
11736,2-s2.0-85106875861,2,1,1,1
11737,2-s2.0-85115651157,4,3,1,1
11738,2-s2.0-85107818768,3,0,1,0
11739,2-s2.0-85138395208,0,1,0,1
11740,2-s2.0-85098653523,0,41,0,1
11741,2-s2.0-85108263753,2,15,1,1
11742,2-s2.0-85120661416,1,0,1,0
11743,2-s2.0-85092002539,4,31,1,1
11744,2-s2.0-85092027115,5,12,1,1
11745,2-s2.0-85100528913,0,7,0,1
11746,2-s2.0-85102495092,3,2,1,1
11747,2-s2.0-85108123711,2,5,1,1
11748,2-s2.0-85118336295,2,0,1,0
11749,2-s2.0-85111055867,1,8,1,1
11750,2-s2.0-85118276195,3,4,1,1
11751,2-s2.0-85116391566,2,0,1,0
11752,2-s2.0-85112851788,0,1,0,1
11753,2-s2.0-85105468856,3,3,1,1
11754,2-s2.0-85107995230,2,5,1,1
11755,2-s2.0-85107980378,0,0,0,0
11756,2-s2.0-85107578170,5,0,1,0
11757,2-s2.0-85065654598,5,22,1,1
11758,2-s2.0-85112277752,2,1,1,1
11759,2-s2.0-85114379550,0,4,0,1
11760,2-s2.0-85128272801,2,2,1,1
11761,2-s2.0-85117096571,0,31,0,1
11762,2-s2.0-85105448080,6,23,1,1
11763,2-s2.0-85121575632,5,1,1,1
11764,2-s2.0-85120734302,3,1,1,1
11765,2-s2.0-85099736586,0,15,0,1
11766,2-s2.0-85107793908,0,0,0,0
11767,2-s2.0-85122132307,2,0,1,0
11768,2-s2.0-85106868501,0,20,0,1
11769,2-s2.0-85113764265,0,3,0,1
11770,2-s2.0-85114520781,6,3,1,1
11771,2-s2.0-85113164513,0,1,0,1
11772,2-s2.0-85100730322,0,1,0,1
11773,2-s2.0-85108025403,0,5,0,1
11774,2-s2.0-85102603368,0,7,0,1
11775,2-s2.0-85100256803,6,41,1,1
11776,2-s2.0-85103506229,5,6,1,1
11777,2-s2.0-85119182320,5,1,1,1
11778,2-s2.0-85104420022,2,2,1,1
11779,2-s2.0-85105062344,2,7,1,1
11780,2-s2.0-85115371490,7,4,1,1
11781,2-s2.0-85125014824,2,2,1,1
11782,2-s2.0-85104751185,2,2,1,1
11783,2-s2.0-85117367207,2,2,1,1
11784,2-s2.0-85095947883,3,5,1,1
11785,2-s2.0-85118973383,4,1,1,1
11786,2-s2.0-85121467517,2,4,1,1
11787,2-s2.0-85122812690,3,7,1,1
11788,2-s2.0-85118217021,2,6,1,1
11789,2-s2.0-85096558089,3,31,1,1
11790,2-s2.0-85112204227,0,1,0,1
11791,2-s2.0-85112464279,6,6,1,1
11792,2-s2.0-85106401474,2,4,1,1
11793,2-s2.0-85105498979,5,6,1,1
11794,2-s2.0-85111536398,3,1,1,1
11795,2-s2.0-85106273182,3,6,1,1
11796,2-s2.0-85124959997,5,2,1,1
11797,2-s2.0-85120177857,0,3,0,1
11798,2-s2.0-85103169557,2,12,1,1
11799,2-s2.0-85121481120,3,7,1,1
11800,2-s2.0-85101825229,0,5,0,1
11801,2-s2.0-85101101437,5,3,1,1
11802,2-s2.0-85108089102,1,0,1,0
11803,2-s2.0-85099838453,0,2,0,1
11804,2-s2.0-85097406721,8,0,1,0
11805,2-s2.0-85089810147,4,1,1,1
11806,2-s2.0-85105113033,3,9,1,1
11807,2-s2.0-85101138276,1,3,1,1
11808,2-s2.0-85123743355,2,0,1,0
11809,2-s2.0-85105876836,5,1,1,1
11810,2-s2.0-85112784959,2,1,1,1
11811,2-s2.0-85072746800,8,7,1,1
11812,2-s2.0-85109967248,8,3,1,1
11813,2-s2.0-85118633780,0,1,0,1
11814,2-s2.0-85122694297,2,0,1,0
11815,2-s2.0-85121907835,1,17,1,1
11816,2-s2.0-85089295342,3,11,1,1
11817,2-s2.0-85101985511,7,3,1,1
11818,2-s2.0-85107115148,4,0,1,0
11819,2-s2.0-85130478880,0,5,0,1
11820,2-s2.0-85107341038,3,2,1,1
11821,2-s2.0-85115807985,2,1,1,1
11822,2-s2.0-85104469481,3,5,1,1
11823,2-s2.0-85099481391,4,31,1,1
11824,2-s2.0-85106914719,3,3,1,1
11825,2-s2.0-85099699834,0,23,0,1
11826,2-s2.0-85102602486,3,4,1,1
11827,2-s2.0-85102487199,0,1,0,1
11828,2-s2.0-85121044955,6,1,1,1
11829,2-s2.0-85106452932,5,1,1,1
11830,2-s2.0-85109362509,0,14,0,1
11831,2-s2.0-85123523416,0,0,0,0
11832,2-s2.0-85116572263,0,0,0,0
11833,2-s2.0-85118934734,0,8,0,1
11834,2-s2.0-85104600691,5,20,1,1
11835,2-s2.0-85117277025,0,14,0,1
11836,2-s2.0-85101841859,5,4,1,1
11837,2-s2.0-85120333752,2,7,1,1
11838,2-s2.0-85137356863,2,2,1,1
11839,2-s2.0-85108883307,6,6,1,1
11840,2-s2.0-85096823253,2,31,1,1
11841,2-s2.0-85116718584,22,138,1,1
11842,2-s2.0-85114100452,0,1,0,1
11843,2-s2.0-85109130400,6,3,1,1
11844,2-s2.0-85111975924,3,12,1,1
11845,2-s2.0-85114823271,2,3,1,1
11846,2-s2.0-85112507996,0,0,0,0
11847,2-s2.0-85118486327,4,16,1,1
11848,2-s2.0-85100258692,5,6,1,1
11849,2-s2.0-85119407028,7,1,1,1
11850,2-s2.0-85119320105,2,1,1,1
11851,2-s2.0-85103038823,6,0,1,0
11852,2-s2.0-85106365148,5,2,1,1
11853,2-s2.0-85099723621,0,2,0,1
11854,2-s2.0-85102910851,2,3,1,1
11855,2-s2.0-85092075687,10,38,1,1
11856,2-s2.0-85097744911,3,10,1,1
11857,2-s2.0-85105784403,0,12,0,1
11858,2-s2.0-85125389874,0,0,0,0
11859,2-s2.0-85117940892,0,11,0,1
11860,2-s2.0-85104794485,1,1,1,1
11861,2-s2.0-85107077265,2,4,1,1
11862,2-s2.0-85107438452,5,4,1,1
11863,2-s2.0-85121723788,3,36,1,1
11864,2-s2.0-85124073619,0,0,0,0
11865,2-s2.0-85110920901,106,15,1,1
11866,2-s2.0-85102297607,5,32,1,1
11867,2-s2.0-85118349765,0,0,0,0
11868,2-s2.0-85058689093,1,8,1,1
11869,2-s2.0-85115079568,0,0,0,0
11870,2-s2.0-85107510098,0,0,0,0
11871,2-s2.0-85112796263,0,0,0,0
11872,2-s2.0-85112848942,4,7,1,1
11873,2-s2.0-85100561231,4,4,1,1
11874,2-s2.0-85045224116,3,4,1,1
11875,2-s2.0-85100316408,3,34,1,1
11876,2-s2.0-85115761949,0,3,0,1
11877,2-s2.0-85102972788,4,0,1,0
11878,2-s2.0-85122198424,0,1,0,1
11879,2-s2.0-85103892070,3,8,1,1
11880,2-s2.0-85086513529,3,10,1,1
11881,2-s2.0-85100157163,0,17,0,1
11882,2-s2.0-85121796204,8,0,1,0
11883,2-s2.0-85105741666,2,8,1,1
11884,2-s2.0-85114730065,0,0,0,0
11885,2-s2.0-85109314867,5,3,1,1
11886,2-s2.0-85107751217,5,0,1,0
11887,2-s2.0-85098713731,0,0,0,0
11888,2-s2.0-85106288747,5,15,1,1
11889,2-s2.0-85109424216,5,8,1,1
11890,2-s2.0-85113865210,0,2,0,1
11891,2-s2.0-85097573029,2,3,1,1
11892,2-s2.0-85127833334,0,0,0,0
11893,2-s2.0-85089139345,0,0,0,0
11894,2-s2.0-85142118793,0,0,0,0
11895,2-s2.0-85118435485,4,21,1,1
11896,2-s2.0-85105019513,6,3,1,1
11897,2-s2.0-85122487727,0,55,0,1
11898,2-s2.0-85097577997,6,15,1,1
11899,2-s2.0-85103106857,2,1,1,1
11900,2-s2.0-85114146104,2,4,1,1
11901,2-s2.0-85122642629,0,0,0,0
11902,2-s2.0-85127227000,5,2,1,1
11903,2-s2.0-85110220977,9,3,1,1
11904,2-s2.0-85105332156,8,7,1,1
11905,2-s2.0-85120358082,2,3,1,1
11906,2-s2.0-85089978022,3,20,1,1
11907,2-s2.0-85103547768,6,15,1,1
11908,2-s2.0-85104636644,5,3,1,1
11909,2-s2.0-85100358582,0,3,0,1
11910,2-s2.0-85114381125,1,17,1,1
11911,2-s2.0-85103743639,2,5,1,1
11912,2-s2.0-85110481608,4,1,1,1
11913,2-s2.0-85115037726,3,11,1,1
11914,2-s2.0-85094649267,4,1,1,1
11915,2-s2.0-85079172890,6,2,1,1
11916,2-s2.0-85096653962,4,15,1,1
11917,2-s2.0-85121862176,2,6,1,1
11918,2-s2.0-85101466540,2,14,1,1
11919,2-s2.0-85121839604,0,0,0,0
11920,2-s2.0-85107044229,1,14,1,1
11921,2-s2.0-85120785873,0,0,0,0
11922,2-s2.0-85108504048,4,22,1,1
11923,2-s2.0-85112385826,0,2,0,1
11924,2-s2.0-85108739301,10,3,1,1
11925,2-s2.0-85117291074,2,3,1,1
11926,2-s2.0-85102521762,6,3,1,1
11927,2-s2.0-85112370135,2,3,1,1
11928,2-s2.0-85105547034,2,1,1,1
11929,2-s2.0-85093924348,36,14,1,1
11930,2-s2.0-85111054238,5,14,1,1
11931,2-s2.0-85125965446,0,0,0,0
11932,2-s2.0-85105927425,3,13,1,1
11933,2-s2.0-85116391479,3,4,1,1
