Eid,Funding_Agency_Name,Subject_Field,Year
2-s2.0-85167888536,"Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Silpakorn University",2502,2023
2-s2.0-85167888536,"Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Silpakorn University",2501,2023
2-s2.0-85167888536,"Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Silpakorn University",2500,2023
2-s2.0-85167888536,"Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Silpakorn University",2507,2023
2-s2.0-85167888536,"Center of Excellence on Petrochemical and Materials Technology , Chulalongkorn University Department of Materials Science and Engineering, Faculty of Engineering and Industrial Technology Silpakorn University",2506,2023
2-s2.0-85162831094,Chulalongkorn University Thailand National Organization,1501,2023
2-s2.0-85162831094,Chulalongkorn University Thailand National Organization,2311,2023
2-s2.0-85162831094,Chulalongkorn University Thailand National Organization,2310,2023
2-s2.0-85162831094,Chulalongkorn University Thailand National Organization,1508,2023
2-s2.0-85141503597,ASAHI GLASS FOUNDATION Chulalongkorn University,2800,2023
2-s2.0-85141503597,ASAHI GLASS FOUNDATION Chulalongkorn University,3004,2023
2-s2.0-85170109975,,3207,2023
2-s2.0-85170109975,,3202,2023
2-s2.0-85170109975,,3200,2023
2-s2.0-85161010875,,2723,2023
2-s2.0-85161010875,,2403,2023
2-s2.0-85151475911,,2720,2023
2-s2.0-85151475911,,2730,2023
2-s2.0-85147099810,"Japanese Ministry of Education, Culture, Sports, Science and Technology NCNP Tokyo Medical University",1314,2023
2-s2.0-85147099810,"Japanese Ministry of Education, Culture, Sports, Science and Technology NCNP Tokyo Medical University",2737,2023
2-s2.0-85147514573,,2102,2023
2-s2.0-85147514573,,2208,2023
2-s2.0-85150717391,,2735,2023
2-s2.0-85151145211,Thailand National Organization Thammasat University,1106,2023
2-s2.0-85151145211,Thailand National Organization Thammasat University,1301,2023
2-s2.0-85151145211,Thailand National Organization Thammasat University,1110,2023
2-s2.0-85145608517,,2405,2023
2-s2.0-85145608517,,1105,2023
2-s2.0-85145608517,,3400,2023
2-s2.0-85145608517,,1109,2023
2-s2.0-85167437358,Chulalongkorn University Thailand National Organization,2405,2023
2-s2.0-85167437358,Chulalongkorn University Thailand National Organization,2725,2023
2-s2.0-85142273390,,2900,2023
2-s2.0-85162802416,,3106,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,1702,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,1704,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,1705,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,1706,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,1708,2023
2-s2.0-85169806413,Chulalongkorn University Thailand National Organization,2208,2023
2-s2.0-85165189751,,3500,2023
2-s2.0-85160774000,,1000,2023
2-s2.0-85149402078,,3305,2023
2-s2.0-85149402078,,3105,2023
2-s2.0-85149402078,,1901,2023
2-s2.0-85140784173,,2205,2023
2-s2.0-85147388348,,2705,2023
2-s2.0-85148900743,,1502,2023
2-s2.0-85148900743,,2502,2023
2-s2.0-85148900743,,1605,2023
2-s2.0-85148900743,,2507,2023
2-s2.0-85149073557,,1502,2023
2-s2.0-85146481285,,1503,2023
2-s2.0-85146481285,,1600,2023
2-s2.0-85158056187,,1500,2023
2-s2.0-85158056187,,2500,2023
2-s2.0-85158056187,,3104,2023
2-s2.0-85158056187,,1604,2023
2-s2.0-85162721229,,2739,2023
2-s2.0-85166651931,,2205,2023
2-s2.0-85166651931,,2600,2023
2-s2.0-85166651931,,2500,2023
2-s2.0-85166651931,,2211,2023
2-s2.0-85166651931,,2210,2023
2-s2.0-85167760550,,3100,2023
2-s2.0-85163513163,,1315,2023
2-s2.0-85163513163,,1303,2023
2-s2.0-85163513163,,1312,2023
2-s2.0-85153334404,,2808,2023
2-s2.0-85153334404,,2728,2023
2-s2.0-85159301772,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",1102,2023
2-s2.0-85145972142,NSRF Thailand Institute Thailand National Organization,2205,2023
2-s2.0-85145972142,NSRF Thailand Institute Thailand National Organization,2104,2023
2-s2.0-85145972142,NSRF Thailand Institute Thailand National Organization,2500,2023
2-s2.0-85145972142,NSRF Thailand Institute Thailand National Organization,2210,2023
2-s2.0-85163217038,Hope Pharmaceuticals International Society for Peritoneal Dialysis Satellite Healthcare Inc. Thailand National Organization,2727,2023
2-s2.0-85132341833,A-STEP Chulalongkorn University JSPS Japan Science and Technology Agency,1305,2023
2-s2.0-85132341833,A-STEP Chulalongkorn University JSPS Japan Science and Technology Agency,1304,2023
2-s2.0-85132341833,A-STEP Chulalongkorn University JSPS Japan Science and Technology Agency,2204,2023
2-s2.0-85132341833,A-STEP Chulalongkorn University JSPS Japan Science and Technology Agency,1603,2023
2-s2.0-85164444474,,1300,2023
2-s2.0-85164444474,,3000,2023
2-s2.0-85146329496,,1403,2023
2-s2.0-85146329496,,3305,2023
2-s2.0-85146329496,,1408,2023
2-s2.0-85146329496,,2308,2023
2-s2.0-85158101380,,3003,2023
2-s2.0-85158101380,,3002,2023
2-s2.0-85146660949,Chulalongkorn University Thailand National Organization,1000,2023
2-s2.0-85166422073,,2403,2023
2-s2.0-85166422073,,3004,2023
2-s2.0-85166422073,,3002,2023
2-s2.0-85166422073,,2725,2023
2-s2.0-85166422073,,2736,2023
2-s2.0-85169075276,,2708,2023
2-s2.0-85162954886,,2808,2023
2-s2.0-85162954886,,2728,2023
2-s2.0-85161699941,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",3104,2023
2-s2.0-85161699941,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",3110,2023
2-s2.0-85161699941,"Chulalongkorn University Faculty of Science, Thailand Science research and Innovation Fund Chulalongkorn University",2508,2023
2-s2.0-85149770838,Chulalongkorn University Ministry of Education and Science of the Russian Federation Sathyabama Institute Thailand National Organization Ural Federal University,2211,2023
2-s2.0-85149770838,Chulalongkorn University Ministry of Education and Science of the Russian Federation Sathyabama Institute Thailand National Organization Ural Federal University,2210,2023
2-s2.0-85149770838,Chulalongkorn University Ministry of Education and Science of the Russian Federation Sathyabama Institute Thailand National Organization Ural Federal University,2506,2023
2-s2.0-85149770838,Chulalongkorn University Ministry of Education and Science of the Russian Federation Sathyabama Institute Thailand National Organization Ural Federal University,2505,2023
2-s2.0-85153559491,,2000,2023
2-s2.0-85153559491,,1400,2023
2-s2.0-85148867174,,1106,2023
2-s2.0-85148867174,,1301,2023
2-s2.0-85148867174,,1110,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,2404,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,1105,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,1312,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,1311,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,2726,2023
2-s2.0-85150039224,Chulalongkorn University Thailand National Organization,2725,2023
2-s2.0-85140050070,,3304,2023
2-s2.0-85162760272,DFG Helmholtz-Zentrum Hereon,1600,2023
2-s2.0-85162760272,DFG Helmholtz-Zentrum Hereon,2304,2023
2-s2.0-85162760272,DFG Helmholtz-Zentrum Hereon,1500,2023
2-s2.0-85162760272,DFG Helmholtz-Zentrum Hereon,2105,2023
